"period","archive_name","csv_file","column"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsCoreOnlyDeterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsCoreOnlyImprovement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsCoreOnlyNoChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsCoreOnlyNotAtCaseness"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsCoreOnlyRecovered"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsCoreOnlyReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsDeterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsImprovement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsNoChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsNotAtCaseness"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsRecovered"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_IntegratedReferralsReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Count_InternetEnabledTherapySessions"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Mean_ContactTimeIETReferral"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Mean_WaitFirstAppointmentCoreOnly"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Mean_WaitFirstIntegratedAppointment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Median_WaitFirstAppointmentCoreOnly"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Median_WaitFirstIntegratedAppointment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","OrgCode"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","OrgName"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","OrgType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedAppointments"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedAppointmentsFinishedCourseTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsCoreOnlyDeterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsCoreOnlyImprovement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsCoreOnlyNoChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsCoreOnlyRecovered"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsCoreOnlyReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsDeterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsImprovement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsNoChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsRecovered"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","Percentage_IntegratedReferralsReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","VariableA"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","VariableB"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-iet-ltc-2.csv","VariableType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_AccessingServices"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_AppropriatePairedADSM"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_ApptsFinishedCourseTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_AtCaseness"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_BAFIndicatorCompletion"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_Deterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_EndedAfterOneTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_EndedBeforeTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_EndedReferrals"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_FinishedCourseTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_FinishedCourseTreatmentContactDuration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_FinishedCourseTreatment_with_EmpSup"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_FinishedTreatmentFirst6Months"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_FinishedTreatmentFirst6MonthsFollowUp"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_Improvement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_NoReliableChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_NotAtCaseness"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_Recovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_ReferralsReceived"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_ReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Count_SecondTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_ApptsFinishedCourseTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_ContactDuration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_TotalContactDurationPerReferral"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_TreatmentAppointmentsDeterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_TreatmentAppointmentsImprovement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_TreatmentAppointmentsNoChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_TreatmentAppointmentsRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_TreatmentAppointmentsReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_WaitAccessingServices"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Mean_WaitFinishedCourseTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Median_ContactDuration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Median_TotalContactDurationPerReferral"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","OrgCode"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","OrgName"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","OrgType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_AppropriatePairedADSM"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_BAFIndicatorCompletion"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_Deterioration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_FollowUpAppointment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_Improvement"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_NoReliableChange"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_Recovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_ReliableRecovery"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_Variable_withFCT"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Percentage_Variable_withFCTandES"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","Sum_ContactDuration"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","VariableA"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","VariableB"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-main2.csv","VariableType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountAssessmentSatisfaction"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountConfidenceInYourTherapist"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountDidAssessmentCoverYourEmploymentNeeds"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountDidStaffListen"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountDidYouReceiveTheEmploymentHelpYouRequired"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountFeelInvolved"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountGivenInformationAboutOptions"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountHelpThatMattered"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountHelpedUnderstandDifficulties"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountOfferedYourPreference"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","CountPreferTreatments"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","OrgCode"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","OrgName"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","OrgType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageAssessmentSatisfaction"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageConfidenceInYourTherapist"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageDidAssessmentCoverYourEmploymentNeeds"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageDidStaffListen"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageDidYouReceiveTheEmploymentHelpYouRequired"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageFeelInvolved"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageGivenInformationAboutOptions"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageHelpThatMattered"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageHelpedUnderstandDifficulties"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentageOfferedYourPreference"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","PercentagePreferTreatments"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","VariableA"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","VariableB"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-peq-2.csv","VariableType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","Count_StatusEndNotPrescribed"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","Count_StatusEndNotStatedNotKnownInvalid"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","Count_StatusEndPrescribedAndTaking"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","Count_StatusEndTotal"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","Count_statusEndPrescribedButNotTaking"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","OrgCode"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","OrgName"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","OrgType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","VariableA"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","VariableB"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-psych-meds-2.csv","VariableType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsEmploymentAdviserQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsEyeMovementDesensitisationReprocessingQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsEyeMovementDesensitisationReprocessingTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsFinishedCourseTreatment"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityBriefDynamicInterpersonalPsychotherapistQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityBriefDynamicInterpersonalPsychotherapistTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityCognitiveBehaviouralTherapistQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityCognitiveBehaviouralTherapistTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityCounsellingforDepressionQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityCounsellingforDepressionTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityCouplesTherapistforDepressionQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityCouplesTherapistforDepressionTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityInterpersonalTherapistQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsHighIntensityInterpersonalTherapistTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsMindfulnessBasedCognitiveTherapistQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsMindfulnessBasedCognitiveTherapistTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsPsychologicalWellBeingPractitionerQualified"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","Mean_ApptsPsychologicalWellBeingPractitionerTrainee"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","OrgCode"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","OrgName"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","OrgType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","VariableA"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","VariableB"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapist-role-2.csv","VariableType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_AppliedRelaxation"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_CognitiveBehaviourTherapy"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_CollaborativeCare"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_CounsellingForDepression"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_CouplesTherapyForDepression"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_EyeMovementDesensitisationReprocessing"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_InternetEnabledTherapy"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_InterpersonalPsychoTherapy"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_Mindfulness"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_Other"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_HI_ShortTermPsychoDynamicPsychotherapy"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_GuidedSelfHelpBook"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_GuidedSelfHelpComputer"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_NonGuidedSelfHelpBook"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_NonGuidedSelfHelpComputer"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_Other"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_PsychoEducationalPeerSupport"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_Signposting"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LI_StructuredPhysicalActivity"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","CountTherapyEndTreatment_LastNotStated"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","OrgCode"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","OrgName"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","OrgType"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","VariableA"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","VariableB"
"2024-25","annual_main","psych-ther-ann-rep-csv-2024-25-therapy-type-2.csv","VariableType"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","Count_FinishedCourseTreatmentByInitialCasenessStatus"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","Count_FinishedCourseTreatmentPairedWSAS"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","EffectSize"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","InitialCaseness"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","Mean_End"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","Mean_Start"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","Measure"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","OrgCode"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","OrgName"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","OrgType"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","SD_End"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","SD_Start"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","VariableA"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","VariableB"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-effect-size.csv","VariableType"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_Homemaker"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_LongTermSick"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_NotReceivingBenefits"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_NotStated_Unknown_Invalid"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_Retired"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_Students"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_UnPaidVoluntaryWork"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","CountEmploymentStatusEndTreatment_UnemployedAndSeekingWork"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","Count_EmploymentStatusEndTreatment_Employed"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","Count_FinishedCourseTreatment"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","Count_ReferralsReceived"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","OrgCode"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","OrgName"
"2023-24","annual_main","psych-ther-ann-rep-csv-2023-24-employment-status.csv","OrgType"
